,anual_total_use_day,date,precipitation,temp_max,temp_media,temp_min,wind_speed,dioxido_nitrogeno,season,weekend,day,month,year
559,3919,2016-01-03,0.4,11.9,8.3,4.7,2.5,30.0,Invierno,1,6,1,2016
560,4219,2016-01-04,4.1,13.5,10.2,6.8,6.4,20.0,Invierno,0,0,1,2016
561,6712,2016-01-05,0.0,9.6,6.8,4.1,3.1,21.0,Invierno,0,1,1,2016
562,3574,2016-01-06,0.3,8.9,5.2,1.4,2.2,20.0,Invierno,0,2,1,2016
563,6643,2016-01-07,0.5,14.4,11.6,8.9,4.4,18.0,Invierno,0,3,1,2016
564,6621,2016-01-08,6.0,12.9,11.6,10.4,1.9,26.0,Invierno,0,4,1,2016
565,6132,2016-01-09,0.2,11.5,9.8,8.2,2.5,24.0,Invierno,1,5,1,2016
566,3233,2016-01-10,12.0,12.0,10.2,8.5,3.9,13.0,Invierno,1,6,1,2016
567,5910,2016-01-11,0.4,11.3,8.2,5.2,3.6,,Invierno,0,0,1,2016
568,7710,2016-01-12,0.0,10.6,6.8,3.1,1.4,43.0,Invierno,0,1,1,2016
569,8069,2016-01-13,0.0,9.6,5.8,2.0,0.6,57.0,Invierno,0,2,1,2016
570,5378,2016-01-14,2.1,8.6,6.2,3.8,0.6,56.0,Invierno,0,3,1,2016
571,8043,2016-01-15,0.0,9.6,6.8,4.0,2.2,37.0,Invierno,0,4,1,2016
572,7218,2016-01-16,0.0,8.3,4.4,0.6,1.9,33.0,Invierno,1,5,1,2016
573,5755,2016-01-17,0.0,7.0,3.0,-0.9,0.6,57.0,Invierno,1,6,1,2016
574,7002,2016-01-18,0.0,9.8,6.0,2.2,2.8,41.0,Invierno,0,0,1,2016
575,7669,2016-01-19,0.0,8.8,5.8,2.7,1.1,46.0,Invierno,0,1,1,2016
576,7881,2016-01-20,0.0,9.2,5.4,1.6,0.3,57.0,Invierno,0,2,1,2016
577,7960,2016-01-21,0.0,9.0,6.8,4.6,0.3,52.0,Invierno,0,3,1,2016
578,7674,2016-01-22,0.8,11.3,8.6,6.0,1.1,62.0,Invierno,0,4,1,2016
579,8214,2016-01-23,0.0,16.2,12.2,8.2,1.1,45.0,Invierno,1,5,1,2016
580,8189,2016-01-24,0.0,17.5,12.8,8.2,0.6,38.0,Invierno,1,6,1,2016
581,8115,2016-01-25,0.0,16.4,12.2,8.0,0.8,57.0,Invierno,0,0,1,2016
582,8852,2016-01-26,0.0,14.4,10.7,7.0,0.8,48.0,Invierno,0,1,1,2016
583,8284,2016-01-27,0.0,10.1,8.6,7.0,0.6,51.0,Invierno,0,2,1,2016
584,6189,2016-01-28,3.7,9.6,8.5,7.4,1.1,47.0,Invierno,0,3,1,2016
585,7609,2016-01-29,0.5,10.6,8.6,6.5,1.9,50.0,Invierno,0,4,1,2016
586,7832,2016-01-30,0.0,12.9,8.6,4.2,1.1,35.0,Invierno,1,5,1,2016
587,7424,2016-01-31,0.0,14.8,10.9,7.0,0.3,39.0,Invierno,1,6,1,2016
588,8451,2016-02-01,0.0,15.4,10.4,5.3,0.6,60.0,Invierno,0,0,2,2016
589,8741,2016-02-02,0.0,14.2,10.0,5.8,0.3,60.0,Invierno,0,1,2,2016
590,9214,2016-02-03,0.0,14.4,10.0,5.7,2.8,34.0,Invierno,0,2,2,2016
591,8992,2016-02-04,0.0,11.2,7.4,3.5,1.4,37.0,Invierno,0,3,2,2016
592,9145,2016-02-05,0.0,10.7,7.0,3.2,0.8,51.0,Invierno,0,4,2,2016
593,6781,2016-02-06,13.8,11.5,7.0,2.5,1.4,45.0,Invierno,1,5,2,2016
594,5337,2016-02-07,0.0,10.6,7.2,3.9,1.7,17.0,Invierno,1,6,2,2016
595,7387,2016-02-08,0.0,12.2,8.8,5.5,2.5,25.0,Invierno,0,0,2,2016
596,7429,2016-02-09,0.6,12.6,10.6,8.6,4.7,16.0,Invierno,0,1,2,2016
597,8634,2016-02-10,0.0,14.3,11.4,8.5,4.4,17.0,Invierno,0,2,2,2016
598,7491,2016-02-11,2.8,16.2,13.4,10.5,2.8,20.0,Invierno,0,3,2,2016
599,5129,2016-02-12,6.2,13.5,11.2,8.8,4.2,19.0,Invierno,0,4,2,2016
600,5180,2016-02-13,2.3,13.8,12.7,11.6,4.4,12.0,Invierno,1,5,2,2016
601,4131,2016-02-14,2.4,12.0,8.2,4.4,3.6,13.0,Invierno,1,6,2,2016
602,6740,2016-02-15,0.0,10.5,6.8,3.0,4.2,21.0,Invierno,0,0,2,2016
603,7308,2016-02-16,0.0,8.5,4.6,0.7,3.6,24.0,Invierno,0,1,2,2016
604,7468,2016-02-17,2.2,8.6,3.0,-2.5,1.4,42.0,Invierno,0,2,2,2016
605,6715,2016-02-18,1.7,10.2,6.8,3.4,1.4,34.0,Invierno,0,3,2,2016
606,8267,2016-02-19,0.0,11.0,6.2,1.5,2.5,35.0,Invierno,0,4,2,2016
607,7314,2016-02-20,0.0,13.5,7.8,2.2,1.4,41.0,Invierno,1,5,2,2016
608,6678,2016-02-21,0.0,13.7,9.0,4.2,1.4,35.0,Invierno,1,6,2,2016
609,7883,2016-02-22,0.0,15.2,10.1,5.0,1.1,46.0,Invierno,0,0,2,2016
610,8821,2016-02-23,0.0,15.0,10.0,4.9,1.7,45.0,Invierno,0,1,2,2016
611,6959,2016-02-24,1.5,10.7,7.4,4.2,2.2,44.0,Invierno,0,2,2,2016
612,8496,2016-02-25,0.0,13.0,8.7,4.4,2.5,26.0,Invierno,0,3,2,2016
613,4576,2016-02-26,5.8,8.2,5.8,3.3,1.9,30.0,Invierno,0,4,2,2016
614,5636,2016-02-27,0.0,8.2,5.4,2.6,4.2,12.0,Invierno,1,5,2,2016
615,5276,2016-02-28,0.0,11.7,7.7,3.7,3.3,19.0,Invierno,1,6,2,2016
616,7716,2016-02-29,0.0,13.4,8.2,2.9,1.9,33.0,Invierno,0,0,2,2016
617,8496,2016-03-01,0.0,16.6,9.1,1.6,0.6,58.0,Invierno,0,1,3,2016
618,9229,2016-03-02,0.0,18.5,11.3,4.1,2.5,49.0,Invierno,0,2,3,2016
619,9352,2016-03-03,0.0,15.5,10.2,4.8,1.9,33.0,Invierno,0,3,3,2016
620,8423,2016-03-04,1.5,15.2,9.8,4.4,3.1,45.0,Invierno,0,4,3,2016
621,6171,2016-03-05,0.0,10.8,6.8,2.8,2.2,15.0,Invierno,1,5,3,2016
622,5793,2016-03-06,1.1,11.3,6.6,2.0,2.2,16.0,Invierno,1,6,3,2016
623,6226,2016-03-07,0.5,10.5,7.0,3.6,3.6,24.0,Invierno,0,0,3,2016
624,8027,2016-03-08,0.0,10.9,7.4,3.8,3.3,24.0,Invierno,0,1,3,2016
625,8058,2016-03-09,0.0,14.5,8.8,3.1,3.6,38.0,Invierno,0,2,3,2016
626,8448,2016-03-10,0.0,11.4,7.2,3.0,3.6,23.0,Invierno,0,3,3,2016
627,8943,2016-03-11,0.0,13.9,9.0,4.2,2.5,25.0,Invierno,0,4,3,2016
628,7466,2016-03-12,0.0,13.7,7.6,1.5,1.1,33.0,Invierno,1,5,3,2016
629,6989,2016-03-13,0.0,15.3,9.0,2.6,1.1,30.0,Invierno,1,6,3,2016
630,7819,2016-03-14,0.0,13.1,7.8,2.5,1.9,34.0,Invierno,0,0,3,2016
631,8757,2016-03-15,0.0,14.9,9.0,3.0,2.2,38.0,Invierno,0,1,3,2016
632,9367,2016-03-16,0.0,16.4,9.6,2.7,1.4,66.0,Invierno,0,2,3,2016
633,9640,2016-03-17,0.0,16.2,10.6,5.1,2.5,49.0,Invierno,0,3,3,2016
634,7918,2016-03-18,18.4,14.0,9.3,4.6,2.2,34.0,Invierno,0,4,3,2016
635,4456,2016-03-19,0.2,12.4,9.8,7.3,2.5,23.0,Invierno,1,5,3,2016
636,4704,2016-03-20,0.1,13.7,9.1,4.5,0.6,28.0,Invierno,1,6,3,2016
637,4085,2016-03-21,19.8,14.2,10.0,5.9,1.7,39.0,Primavera,0,0,3,2016
638,6274,2016-03-22,0.1,14.6,10.1,5.6,1.9,27.0,Primavera,0,1,3,2016
639,6111,2016-03-23,0.0,14.0,9.2,4.3,1.9,36.0,Primavera,0,2,3,2016
640,4115,2016-03-24,0.0,19.0,11.0,3.1,1.1,25.0,Primavera,0,3,3,2016
641,3565,2016-03-25,0.0,17.2,11.0,4.9,0.8,42.0,Primavera,0,4,3,2016
642,4063,2016-03-26,0.5,15.6,10.9,6.2,3.1,29.0,Primavera,1,5,3,2016
643,4484,2016-03-27,0.0,15.8,11.6,7.5,3.6,10.0,Primavera,1,6,3,2016
644,6427,2016-03-28,0.0,13.5,11.0,8.4,2.8,17.0,Primavera,0,0,3,2016
645,8496,2016-03-29,0.0,18.7,13.8,9.0,2.8,22.0,Primavera,0,1,3,2016
646,9752,2016-03-30,0.5,22.5,15.2,7.8,1.7,43.0,Primavera,0,2,3,2016
647,8675,2016-03-31,0.0,13.2,8.8,4.3,3.9,18.0,Primavera,0,3,3,2016
648,9409,2016-04-01,0.0,14.4,9.4,4.5,2.5,18.0,Primavera,0,4,4,2016
649,8228,2016-04-02,0.0,17.1,10.3,3.5,2.5,26.0,Primavera,1,5,4,2016
650,5656,2016-04-03,6.6,14.6,11.4,8.2,2.8,23.0,Primavera,1,6,4,2016
651,2164,2016-04-04,13.2,9.9,8.2,6.6,1.1,40.0,Primavera,0,0,4,2016
652,8928,2016-04-05,0.0,16.0,11.5,7.0,3.9,20.0,Primavera,0,1,4,2016
653,9910,2016-04-06,0.0,20.1,13.0,6.0,1.9,26.0,Primavera,0,2,4,2016
654,10551,2016-04-07,0.0,20.4,13.6,6.7,1.7,29.0,Primavera,0,3,4,2016
655,9941,2016-04-08,0.0,14.2,9.8,5.3,3.1,19.0,Primavera,0,4,4,2016
656,8593,2016-04-09,0.0,18.8,12.0,5.3,1.9,17.0,Primavera,1,5,4,2016
657,5373,2016-04-10,1.9,13.8,10.0,6.3,3.9,12.0,Primavera,1,6,4,2016
658,4838,2016-04-11,5.8,13.5,9.2,4.8,1.9,22.0,Primavera,0,0,4,2016
659,4193,2016-04-12,11.8,12.7,10.0,7.2,2.2,27.0,Primavera,0,1,4,2016
660,8921,2016-04-13,0.0,15.8,11.4,7.0,3.3,23.0,Primavera,0,2,4,2016
661,9814,2016-04-14,0.0,18.9,13.4,7.8,1.4,29.0,Primavera,0,3,4,2016
662,9310,2016-04-15,1.8,19.4,13.8,8.2,2.8,34.0,Primavera,0,4,4,2016
663,4033,2016-04-16,14.7,13.8,11.8,9.9,2.8,21.0,Primavera,1,5,4,2016
664,7784,2016-04-17,0.0,17.4,12.2,7.1,2.5,14.0,Primavera,1,6,4,2016
665,9486,2016-04-18,0.0,21.6,14.6,7.5,2.5,27.0,Primavera,0,0,4,2016
666,5465,2016-04-19,27.8,14.5,12.5,10.5,1.4,37.0,Primavera,0,1,4,2016
667,5336,2016-04-20,2.6,12.2,10.4,8.5,1.1,35.0,Primavera,0,2,4,2016
668,9379,2016-04-21,1.0,17.4,12.8,8.2,1.7,24.0,Primavera,0,3,4,2016
669,9275,2016-04-22,0.0,17.5,13.6,9.6,1.4,32.0,Primavera,0,4,4,2016
670,7196,2016-04-23,3.9,18.5,13.8,9.1,1.4,30.0,Primavera,1,5,4,2016
671,8467,2016-04-24,0.0,18.2,12.8,7.5,1.7,18.0,Primavera,1,6,4,2016
672,9371,2016-04-25,0.0,20.6,13.2,5.8,1.4,33.0,Primavera,0,0,4,2016
673,10348,2016-04-26,0.0,22.3,15.0,7.8,2.2,40.0,Primavera,0,1,4,2016
674,10338,2016-04-27,1.1,21.6,16.3,11.0,1.7,34.0,Primavera,0,2,4,2016
675,9873,2016-04-28,0.0,18.5,14.5,10.5,1.7,23.0,Primavera,0,3,4,2016
676,9532,2016-04-29,1.0,19.2,14.8,10.4,1.1,24.0,Primavera,0,4,4,2016
677,6957,2016-04-30,0.0,19.8,14.1,8.4,3.1,19.0,Primavera,1,5,4,2016
678,5878,2016-05-01,0.0,18.0,11.2,4.5,2.2,11.0,Primavera,1,6,5,2016
679,6703,2016-05-02,0.0,23.7,14.3,4.9,1.9,22.0,Primavera,0,0,5,2016
680,10253,2016-05-03,0.0,26.5,18.6,10.6,1.7,33.0,Primavera,0,1,5,2016
681,11535,2016-05-04,0.0,27.5,20.2,13.0,1.4,39.0,Primavera,0,2,5,2016
682,9852,2016-05-05,1.2,20.8,17.6,14.5,2.2,40.0,Primavera,0,3,5,2016
683,7185,2016-05-06,8.3,16.2,13.5,10.8,1.4,24.0,Primavera,0,4,5,2016
684,6695,2016-05-07,5.7,16.6,13.6,10.6,1.4,11.0,Primavera,1,5,5,2016
685,3054,2016-05-08,14.8,12.4,11.0,9.5,2.2,15.0,Primavera,1,6,5,2016
686,5317,2016-05-09,7.6,13.7,11.1,8.5,1.9,21.0,Primavera,0,0,5,2016
687,5697,2016-05-10,6.6,16.7,12.6,8.4,1.7,31.0,Primavera,0,1,5,2016
688,7080,2016-05-11,6.4,15.8,11.4,7.0,0.8,29.0,Primavera,0,2,5,2016
689,8743,2016-05-12,0.0,16.0,12.1,8.2,2.5,17.0,Primavera,0,3,5,2016
690,8197,2016-05-13,0.3,16.6,12.4,8.3,1.1,22.0,Primavera,0,4,5,2016
691,7334,2016-05-14,0.0,19.3,14.2,9.0,0.8,19.0,Primavera,1,5,5,2016
692,7474,2016-05-15,0.0,20.3,16.6,13.0,1.9,20.0,Primavera,1,6,5,2016
693,8096,2016-05-16,0.0,23.7,16.4,9.2,1.1,19.0,Primavera,0,0,5,2016
694,10527,2016-05-17,0.0,25.0,18.5,12.0,1.4,29.0,Primavera,0,1,5,2016
695,11489,2016-05-18,0.0,25.9,19.2,12.4,2.5,43.0,Primavera,0,2,5,2016
696,11790,2016-05-19,0.0,26.2,19.5,12.8,1.4,19.0,Primavera,0,3,5,2016
697,12225,2016-05-20,0.0,28.2,21.1,14.0,1.7,37.0,Primavera,0,4,5,2016
698,10361,2016-05-21,0.0,29.2,22.4,15.5,2.5,35.0,Primavera,1,5,5,2016
699,8902,2016-05-22,0.0,23.0,18.2,13.4,3.1,11.0,Primavera,1,6,5,2016
700,10154,2016-05-23,0.0,22.1,16.2,10.3,1.1,24.0,Primavera,0,0,5,2016
701,10947,2016-05-24,0.0,25.6,20.1,14.6,2.5,35.0,Primavera,0,1,5,2016
702,10956,2016-05-25,0.0,20.8,17.5,14.2,1.7,17.0,Primavera,0,2,5,2016
703,11927,2016-05-26,0.0,24.8,19.4,13.9,1.7,31.0,Primavera,0,3,5,2016
704,12026,2016-05-27,0.0,25.6,19.2,12.7,2.2,31.0,Primavera,0,4,5,2016
705,7365,2016-05-28,4.2,20.6,16.4,12.2,1.7,19.0,Primavera,1,5,5,2016
706,7612,2016-05-29,0.0,19.9,15.6,11.3,3.1,10.0,Primavera,1,6,5,2016
707,10238,2016-05-30,0.0,21.6,16.4,11.2,1.7,18.0,Primavera,0,0,5,2016
708,11024,2016-05-31,0.0,24.1,17.4,10.8,1.1,20.0,Primavera,0,1,5,2016
709,11860,2016-06-01,0.0,27.1,19.6,12.0,1.7,32.0,Primavera,0,2,6,2016
710,12091,2016-06-02,0.0,28.5,20.5,12.5,1.1,33.0,Primavera,0,3,6,2016
711,11862,2016-06-03,0.6,29.5,22.8,16.0,2.5,42.0,Primavera,0,4,6,2016
712,9605,2016-06-04,0.0,27.4,21.0,14.6,1.9,18.0,Primavera,1,5,6,2016
713,9158,2016-06-05,0.0,28.4,21.9,15.4,1.9,16.0,Primavera,1,6,6,2016
714,11216,2016-06-06,0.0,29.4,22.7,16.0,1.9,31.0,Primavera,0,0,6,2016
715,12214,2016-06-07,0.0,32.7,25.6,18.4,1.9,30.0,Primavera,0,1,6,2016
716,12863,2016-06-08,0.0,34.2,26.7,19.2,1.7,48.0,Primavera,0,2,6,2016
717,12630,2016-06-09,0.0,34.7,27.2,19.7,2.2,33.0,Primavera,0,3,6,2016
718,12882,2016-06-10,0.0,31.0,25.2,19.4,3.1,21.0,Primavera,0,4,6,2016
719,9684,2016-06-11,0.0,31.2,25.1,19.0,2.5,14.0,Primavera,1,5,6,2016
720,8959,2016-06-12,0.0,31.5,24.4,17.2,1.9,14.0,Primavera,1,6,6,2016
721,11566,2016-06-13,0.0,31.7,25.4,19.0,3.3,12.0,Primavera,0,0,6,2016
722,12381,2016-06-14,0.0,29.2,22.7,16.2,3.3,11.0,Primavera,0,1,6,2016
723,11285,2016-06-15,0.5,21.5,17.2,13.0,2.8,10.0,Primavera,0,2,6,2016
724,10832,2016-06-16,0.0,19.7,15.2,10.8,3.1,13.0,Primavera,0,3,6,2016
725,11401,2016-06-17,0.0,22.5,16.9,11.3,1.9,13.0,Primavera,0,4,6,2016
726,8934,2016-06-18,0.0,24.5,19.1,13.7,2.5,11.0,Primavera,1,5,6,2016
727,8285,2016-06-19,0.0,27.8,19.8,11.8,1.4,12.0,Primavera,1,6,6,2016
728,11266,2016-06-20,0.0,32.3,23.4,14.6,1.4,27.0,Primavera,0,0,6,2016
729,12178,2016-06-21,0.0,34.2,26.8,19.5,1.7,25.0,Verano,0,1,6,2016
730,12653,2016-06-22,0.0,35.3,27.5,19.7,2.5,22.0,Verano,0,2,6,2016
731,12639,2016-06-23,0.0,33.4,26.4,19.3,2.5,23.0,Verano,0,3,6,2016
732,12167,2016-06-24,0.0,34.4,27.3,20.2,2.5,43.0,Verano,0,4,6,2016
733,8780,2016-06-25,0.0,33.3,26.2,19.0,2.2,14.0,Verano,1,5,6,2016
734,8510,2016-06-26,0.0,32.0,24.5,17.0,1.4,10.0,Verano,1,6,6,2016
735,11352,2016-06-27,0.0,34.3,26.6,19.0,1.1,24.0,Verano,0,0,6,2016
736,12087,2016-06-28,0.0,35.8,28.6,21.3,1.9,32.0,Verano,0,1,6,2016
737,12558,2016-06-29,0.0,35.4,28.9,22.4,2.5,31.0,Verano,0,2,6,2016
738,12961,2016-06-30,0.0,34.3,27.8,21.2,1.7,33.0,Verano,0,3,6,2016
739,11751,2016-07-01,0.0,34.5,27.8,21.0,1.9,31.0,Verano,0,4,7,2016
740,8519,2016-07-02,0.0,36.0,28.6,21.2,1.7,32.0,Verano,1,5,7,2016
741,7946,2016-07-03,0.0,36.5,28.4,20.4,1.9,16.0,Verano,1,6,7,2016
742,10524,2016-07-04,0.2,34.9,28.6,22.4,2.2,21.0,Verano,0,0,7,2016
743,12205,2016-07-05,5.5,35.1,27.2,19.3,1.7,30.0,Verano,0,1,7,2016
744,11981,2016-07-06,5.7,34.4,26.8,19.2,1.9,25.0,Verano,0,2,7,2016
745,11717,2016-07-07,0.0,31.3,25.8,20.4,2.5,27.0,Verano,0,3,7,2016
746,11306,2016-07-08,0.0,34.4,27.8,21.3,1.4,40.0,Verano,0,4,7,2016
747,8220,2016-07-09,0.0,36.7,29.8,23.0,0.8,22.0,Verano,1,5,7,2016
748,7306,2016-07-10,0.0,38.4,31.4,24.4,1.7,25.0,Verano,1,6,7,2016
749,11081,2016-07-11,0.0,37.2,31.0,24.9,2.5,28.0,Verano,0,0,7,2016
750,12213,2016-07-12,0.0,34.4,28.2,22.0,1.7,24.0,Verano,0,1,7,2016
751,12648,2016-07-13,0.0,30.2,23.2,16.2,3.1,14.0,Verano,0,2,7,2016
752,12046,2016-07-14,0.0,30.5,21.8,13.0,2.5,19.0,Verano,0,3,7,2016
753,11028,2016-07-15,0.0,31.2,22.6,14.0,1.4,27.0,Verano,0,4,7,2016
754,7663,2016-07-16,0.0,34.0,26.7,19.4,0.8,24.0,Verano,1,5,7,2016
755,7107,2016-07-17,0.0,36.5,28.8,21.2,0.8,22.0,Verano,1,6,7,2016
756,10286,2016-07-18,0.0,38.6,30.1,21.6,2.8,23.0,Verano,0,0,7,2016
757,11385,2016-07-19,0.0,36.9,29.6,22.2,0.8,26.0,Verano,0,1,7,2016
758,11436,2016-07-20,0.0,35.4,29.9,24.4,2.5,29.0,Verano,0,2,7,2016
759,11715,2016-07-21,0.0,35.3,28.2,21.0,1.9,31.0,Verano,0,3,7,2016
760,10152,2016-07-22,0.0,33.2,26.8,20.4,1.9,17.0,Verano,0,4,7,2016
761,6206,2016-07-23,0.0,31.7,24.8,17.8,2.8,7.0,Verano,1,5,7,2016
762,5615,2016-07-24,0.0,33.2,26.2,19.2,1.4,9.0,Verano,1,6,7,2016
763,6071,2016-07-25,0.0,36.6,29.0,21.4,1.7,11.0,Verano,0,0,7,2016
764,10209,2016-07-26,0.0,38.0,30.6,23.3,1.4,18.0,Verano,0,1,7,2016
765,10951,2016-07-27,0.0,38.0,31.0,24.1,1.7,17.0,Verano,0,2,7,2016
766,11138,2016-07-28,0.0,37.4,30.3,23.2,1.9,20.0,Verano,0,3,7,2016
767,10110,2016-07-29,0.0,38.4,31.5,24.6,2.8,21.0,Verano,0,4,7,2016
768,7009,2016-07-30,0.0,35.7,30.0,24.4,3.3,19.0,Verano,1,5,7,2016
769,6726,2016-07-31,0.0,34.4,27.2,19.9,1.7,10.0,Verano,1,6,7,2016
770,8628,2016-08-01,0.0,34.7,27.6,20.6,1.4,15.0,Verano,0,0,8,2016
771,8900,2016-08-02,0.0,36.7,29.4,22.2,1.9,21.0,Verano,0,1,8,2016
772,9396,2016-08-03,0.0,37.9,30.6,23.3,1.7,30.0,Verano,0,2,8,2016
773,9293,2016-08-04,0.0,36.0,29.3,22.6,2.8,23.0,Verano,0,3,8,2016
774,8371,2016-08-05,0.0,33.0,26.8,20.6,2.2,12.0,Verano,0,4,8,2016
775,5758,2016-08-06,0.0,35.2,27.6,20.0,2.2,13.0,Verano,1,5,8,2016
776,5413,2016-08-07,0.0,36.2,28.0,19.7,1.9,12.0,Verano,1,6,8,2016
777,7363,2016-08-08,0.0,35.4,28.9,22.4,0.3,23.0,Verano,0,0,8,2016
778,7729,2016-08-09,0.0,35.3,27.5,19.7,1.1,25.0,Verano,0,1,8,2016
779,7980,2016-08-10,0.0,29.5,23.0,16.6,3.3,9.0,Verano,0,2,8,2016
780,7932,2016-08-11,0.0,31.0,23.4,15.9,1.9,16.0,Verano,0,3,8,2016
781,6981,2016-08-12,0.0,33.0,25.8,18.6,1.1,17.0,Verano,0,4,8,2016
782,5006,2016-08-13,0.0,34.2,27.4,20.6,1.1,12.0,Verano,1,5,8,2016
783,4671,2016-08-14,0.0,34.4,27.4,20.3,1.7,11.0,Verano,1,6,8,2016
784,4916,2016-08-15,0.0,34.1,27.7,21.3,1.7,10.0,Verano,0,0,8,2016
785,7307,2016-08-16,0.0,34.2,28.0,21.7,1.9,18.0,Verano,0,1,8,2016
786,7701,2016-08-17,0.0,33.6,26.8,20.0,1.1,23.0,Verano,0,2,8,2016
787,7991,2016-08-18,0.0,33.7,27.2,20.6,1.7,21.0,Verano,0,3,8,2016
788,7511,2016-08-19,0.0,34.9,27.6,20.4,1.4,16.0,Verano,0,4,8,2016
789,5738,2016-08-20,0.0,33.0,27.5,22.0,2.2,10.0,Verano,1,5,8,2016
790,5577,2016-08-21,0.0,32.5,25.4,18.2,1.9,13.0,Verano,1,6,8,2016
791,8095,2016-08-22,0.0,35.3,28.4,21.4,1.4,19.0,Verano,0,0,8,2016
792,8495,2016-08-23,0.0,36.0,29.6,23.2,1.4,26.0,Verano,0,1,8,2016
793,9040,2016-08-24,0.0,34.7,28.0,21.4,1.9,19.0,Verano,0,2,8,2016
794,9013,2016-08-25,0.0,34.5,27.6,20.6,1.4,19.0,Verano,0,3,8,2016
795,8348,2016-08-26,0.0,33.3,27.4,21.4,1.4,24.0,Verano,0,4,8,2016
796,6998,2016-08-27,0.0,35.5,28.9,22.3,2.2,17.0,Verano,1,5,8,2016
797,6451,2016-08-28,0.0,35.4,28.7,22.0,1.7,30.0,Verano,1,6,8,2016
798,9176,2016-08-29,0.0,34.5,28.0,21.5,2.5,18.0,Verano,0,0,8,2016
799,10113,2016-08-30,0.0,32.5,25.2,18.0,1.9,17.0,Verano,0,1,8,2016
800,10646,2016-08-31,0.0,33.3,26.9,20.5,1.1,21.0,Verano,0,2,8,2016
801,10919,2016-09-01,0.0,34.0,27.8,21.6,1.7,18.0,Verano,0,3,9,2016
802,10929,2016-09-02,0.0,34.1,27.2,20.2,0.8,30.0,Verano,0,4,9,2016
803,8301,2016-09-03,0.0,36.0,29.2,22.4,1.4,36.0,Verano,1,5,9,2016
804,7925,2016-09-04,0.0,37.0,29.6,22.2,1.7,39.0,Verano,1,6,9,2016
805,10470,2016-09-05,0.0,37.4,29.9,22.4,1.4,35.0,Verano,0,0,9,2016
806,10927,2016-09-06,0.0,38.9,30.6,22.4,1.1,43.0,Verano,0,1,9,2016
807,11193,2016-09-07,0.0,38.5,31.0,23.4,2.5,38.0,Verano,0,2,9,2016
808,11283,2016-09-08,0.0,33.4,26.9,20.4,1.7,28.0,Verano,0,3,9,2016
809,10819,2016-09-09,0.0,31.0,25.4,19.9,1.4,20.0,Verano,0,4,9,2016
810,7990,2016-09-10,0.0,32.0,26.2,20.5,1.1,14.0,Verano,1,5,9,2016
811,7576,2016-09-11,0.0,32.2,26.4,20.6,1.1,19.0,Verano,1,6,9,2016
812,9565,2016-09-12,0.9,33.4,26.8,20.1,1.4,34.0,Verano,0,0,9,2016
813,8067,2016-09-13,7.0,25.3,19.8,14.2,2.8,23.0,Verano,0,1,9,2016
814,9261,2016-09-14,0.2,18.2,15.7,13.2,2.2,19.0,Verano,0,2,9,2016
815,9846,2016-09-15,0.0,20.2,15.4,10.5,1.4,25.0,Verano,0,3,9,2016
816,9495,2016-09-16,0.0,24.5,18.6,12.6,1.1,32.0,Verano,0,4,9,2016
817,7241,2016-09-17,0.0,23.4,18.5,13.6,2.2,20.0,Verano,1,5,9,2016
818,6623,2016-09-18,0.0,23.8,17.7,11.6,0.6,17.0,Verano,1,6,9,2016
819,7953,2016-09-19,0.0,24.7,18.2,11.7,0.8,37.0,Verano,0,0,9,2016
820,8762,2016-09-20,0.0,26.5,20.8,15.2,1.7,36.0,Verano,0,1,9,2016
821,8862,2016-09-21,0.0,27.9,20.9,13.9,1.4,41.0,Otoño,0,2,9,2016
822,9039,2016-09-22,0.0,27.6,20.3,13.0,1.1,56.0,Otoño,0,3,9,2016
823,8378,2016-09-23,0.0,27.3,21.2,15.0,1.1,63.0,Otoño,0,4,9,2016
824,6482,2016-09-24,0.0,27.1,21.0,15.0,1.1,48.0,Otoño,1,5,9,2016
825,5751,2016-09-25,0.0,26.4,21.0,15.7,0.8,47.0,Otoño,1,6,9,2016
826,6247,2016-09-26,0.0,26.4,21.7,17.0,1.4,32.0,Otoño,0,0,9,2016
827,7728,2016-09-27,0.0,27.6,22.0,16.5,1.1,28.0,Otoño,0,1,9,2016
828,8299,2016-09-28,0.0,25.0,20.2,15.4,1.9,20.0,Otoño,0,2,9,2016
829,8452,2016-09-29,0.0,24.9,19.6,14.2,1.1,37.0,Otoño,0,3,9,2016
830,8666,2016-09-30,0.0,25.6,20.2,14.7,1.4,46.0,Otoño,0,4,9,2016
831,7097,2016-10-01,0.0,26.8,20.8,14.8,1.9,44.0,Otoño,1,5,10,2016
832,6789,2016-10-02,0.0,26.2,19.8,13.5,1.4,34.0,Otoño,1,6,10,2016
833,7955,2016-10-03,0.0,27.2,20.9,14.6,0.8,50.0,Otoño,0,0,10,2016
834,8608,2016-10-04,0.0,27.4,21.4,15.4,1.1,54.0,Otoño,0,1,10,2016
835,8796,2016-10-05,0.0,26.5,21.4,16.2,1.4,52.0,Otoño,0,2,10,2016
836,9093,2016-10-06,0.0,27.6,21.6,15.6,1.1,65.0,Otoño,0,3,10,2016
837,8688,2016-10-07,0.0,26.2,19.5,12.8,1.1,54.0,Otoño,0,4,10,2016
838,6889,2016-10-08,0.0,25.7,19.2,12.6,0.8,57.0,Otoño,1,5,10,2016
